x1,x2,label
0.3288159375197943,0.9788928694056229,C3
0.1238338768753946,0.5675791723392418,C1
-0.2221410621820965,0.9841639780723883,C4
-0.6906731082213222,0.811825952994792,C1
-0.3142763803281847,0.567431109849901,C1
0.16175329925633886,-0.8175272495140176,C4
-0.5350895564070663,-0.9992822102671164,C3
0.6907289337397524,-0.7455070925193643,C2
-0.5392123506490165,-0.027054339780266945,C3
-0.01799383103698604,-0.9818832463392033,C3
0.4090807784899442,-0.8254147018767883,C2
-0.33247017128381184,-0.04661763757804427,C3
-0.511542950408624,-0.19036822009025745,C1
-0.2852603492259076,0.8960545467296486,C4
-0.6298794663275076,-0.8576129092300759,C2
-0.02292537521036997,-0.49350270966271337,C3
-0.862961333010573,-0.3896391328389379,C1
0.44958780957520594,0.8581610260376451,C1
0.978621790887622,-0.4790710762047292,C4
0.23803334567294532,-0.5700730400484588,C2
0.16238257378171217,0.8982156631832776,C3
-0.12325885010067461,-0.3833740135294741,C1
-0.05769634014247349,-0.34200259827887103,C3
-0.17995329375264535,0.7646298943648031,C1
-0.21565415805271315,-0.0377511128535144,C3
-0.31600255434922797,-0.3055102774653742,C1
0.5727323131895785,0.3412849607827815,C2
0.1295101574044506,0.6901747244690988,C1
0.30634687512961745,-0.02972193008487589,C4
0.15510653195828072,0.014542612460062943,C3
0.20278808085408606,-0.6517424020982556,C2
-0.9931922413279131,-0.8467482814766805,C3
0.09832344529805415,0.5515293022411636,C1
-0.085278440260798,0.19440136565448762,C4
-0.434807856072595,0.21977727499898325,C2
0.4303087852628589,0.018767180200598865,C3
-0.7365937525851416,-0.5180583330894828,C2
-0.7347308683994771,-0.6944252893077243,C2
-0.2975946550537123,-0.859707961533638,C2
0.22243962600660772,-0.2486666976967804,C1
-0.1913790448850412,-0.3950544973060657,C1
0.06105110278085424,0.3543307422305002,C3
-0.5217885391440011,-0.6925944400397503,C2
0.9531433870673447,-0.8650337503953565,C4
0.6399308737865095,0.6205269401484863,C1
-0.43511002597924975,0.24217868913540075,C2
0.26129756020620887,0.6736394214571917,C1
-0.2639604954137109,0.038804476868452564,C4
0.20193321876291015,-0.12460908165224249,C4
0.23263100279220805,-0.5362227820974377,C2
0.8511441333039014,-0.5567997767354043,C2
-0.8874036675056165,-0.26333954216485767,C3
0.08252107031088163,0.7870352566972991,C3
-0.1291867571032177,0.3000820783580045,C2
0.21653685701808678,0.20656377994390018,C2
-0.2803713936953769,-0.21178269031407848,C1
-0.5971765778223614,0.03454854225642201,C4
-0.8871782403053519,0.7645455782524171,C4
0.11701362171871077,0.09568971963555217,C3
-0.06456699755269457,0.9896840997220611,C4
